review_id,rating,title,content,review_date,is_deleted,deleted_date,ticket_id
1617,4,Amazing,The place was clean and the staff were helpful.,2025-02-22,true,2025-03-07,14128
1618,3,Not bad,"Some parts were good, but there is room for improvement.",2024-05-08,true,2025-03-17,19094
1619,4,Worth it,Everything was well organized and enjoyable.,2024-12-21,false,,11864
1620,4,Not bad,The visit was fun and memorable.,2025-01-19,false,,8969
1621,1,Highly recommended,It was too crowded and not as expected.,2024-06-15,true,2025-03-09,17291
1622,4,Fun day,I had a good experience overall.,2024-05-03,false,,12275
1623,2,Great for families,The place was clean and the staff were helpful.,2025-01-16,true,2025-03-21,9983
1624,4,Worth it,The visit was fun and memorable.,2024-11-08,false,,2540
1625,4,Not bad,I would recommend this place to others.,2024-07-25,true,2025-03-26,521
1626,3,Not bad,I expected more from the experience.,2024-10-28,false,,6323
1627,1,Nice place,The visit was fun and memorable.,2024-05-08,false,,10740
1628,5,Could be better,Everything was well organized and enjoyable.,2025-02-23,true,2025-03-26,1915
1629,2,Nice place,A nice attraction for families and children.,2024-11-19,true,2025-03-13,9327
1630,4,Worth it,I expected more from the experience.,2024-08-12,false,,8113
1631,4,Disappointing,Everything was well organized and enjoyable.,2024-06-13,true,2025-03-04,16356
1632,5,Disappointing,"Some parts were good, but there is room for improvement.",2024-04-06,false,,14893
1633,5,Worth it,"Some parts were good, but there is room for improvement.",2025-02-11,true,2025-03-16,17842
1634,1,Great for families,The attraction was interesting and worth the price.,2024-08-19,false,,3450
1635,5,Nice place,It was too crowded and not as expected.,2024-04-04,true,2025-03-02,6078
1636,4,Nice place,I had a good experience overall.,2024-09-07,false,,15734
1637,2,Not bad,I had a good experience overall.,2024-09-11,false,,7027
1638,1,Fun day,The visit was fun and memorable.,2024-10-20,true,2025-03-29,14168
1639,5,Very good,I would recommend this place to others.,2024-10-11,true,2025-03-28,11616
1640,4,Could be better,A nice attraction for families and children.,2024-08-29,false,,14495
1641,5,Disappointing,The place was clean and the staff were helpful.,2024-12-23,false,,1246
1642,2,Very good,Everything was well organized and enjoyable.,2024-08-01,true,2025-03-21,17615
1643,1,Great for families,I had a good experience overall.,2025-01-05,true,2025-04-01,9492
1644,1,Could be better,I would recommend this place to others.,2024-01-24,false,,13179
1645,1,Worth it,I would recommend this place to others.,2024-11-25,false,,7510
1646,1,Disappointing,I had a good experience overall.,2024-12-18,false,,5333
1647,1,Amazing,I had a good experience overall.,2024-08-17,true,2025-03-29,13234
1648,5,Highly recommended,It was too crowded and not as expected.,2024-08-09,true,2025-03-15,9733
1649,3,Amazing,"Some parts were good, but there is room for improvement.",2024-04-02,true,2025-03-21,8499
1650,1,Very good,The visit was fun and memorable.,2024-01-13,false,,11615
1651,1,Fun day,I had a good experience overall.,2024-07-22,true,2025-03-15,17650
1652,5,Not bad,Everything was well organized and enjoyable.,2024-06-15,false,,19314
1653,3,Very good,"Some parts were good, but there is room for improvement.",2024-08-11,true,2025-03-15,12268
1654,4,Highly recommended,"Some parts were good, but there is room for improvement.",2025-02-17,true,2025-03-17,15754
1655,3,Fun day,The visit was fun and memorable.,2024-10-02,true,2025-04-01,2139
1656,3,Highly recommended,I had a good experience overall.,2024-02-15,false,,5497
1657,3,Great for families,The place was clean and the staff were helpful.,2024-02-05,false,,1827
1658,2,Great for families,Everything was well organized and enjoyable.,2024-11-17,true,2025-03-12,9292
1659,3,Could be better,A nice attraction for families and children.,2024-01-29,true,2025-03-30,3456
1660,4,Disappointing,I would recommend this place to others.,2025-02-05,true,2025-03-31,7544
1661,5,Not bad,The attraction was interesting and worth the price.,2024-01-30,false,,1036
1662,3,Worth it,"Some parts were good, but there is room for improvement.",2025-02-06,true,2025-03-14,16652
1663,2,Fun day,I would recommend this place to others.,2024-04-17,true,2025-03-30,4650
1664,5,Amazing,The attraction was interesting and worth the price.,2024-07-26,true,2025-03-08,12904
1665,4,Nice place,I would recommend this place to others.,2024-11-15,false,,1034
1666,2,Worth it,A nice attraction for families and children.,2024-07-11,true,2025-03-10,5084
1667,4,Not bad,I would recommend this place to others.,2024-05-07,true,2025-03-20,4083
1668,2,Worth it,I expected more from the experience.,2025-01-02,false,,16529
1669,3,Nice place,The attraction was interesting and worth the price.,2024-01-10,false,,13048
1670,2,Highly recommended,A nice attraction for families and children.,2024-08-19,true,2025-03-22,16952
1671,5,Very good,A nice attraction for families and children.,2024-07-25,false,,4368
1672,3,Could be better,I had a good experience overall.,2025-02-10,false,,10632
1673,5,Great for families,I had a good experience overall.,2024-06-25,false,,17058
1674,2,Not bad,I expected more from the experience.,2024-12-11,false,,16259
1675,4,Highly recommended,I expected more from the experience.,2024-06-14,false,,4668
1676,5,Not bad,A nice attraction for families and children.,2024-01-15,false,,3183
1677,3,Worth it,It was too crowded and not as expected.,2024-09-18,false,,19185
1678,1,Highly recommended,The visit was fun and memorable.,2024-07-18,true,2025-03-14,6292
1679,5,Nice place,I would recommend this place to others.,2025-01-07,false,,3331
1680,3,Amazing,The attraction was interesting and worth the price.,2024-10-18,false,,3300
1681,4,Worth it,The visit was fun and memorable.,2024-03-05,false,,9484
1682,2,Great for families,Everything was well organized and enjoyable.,2024-05-18,false,,12185
1683,5,Highly recommended,I expected more from the experience.,2024-09-25,false,,8659
1684,3,Nice place,A nice attraction for families and children.,2025-01-23,true,2025-03-21,13535
1685,4,Great for families,"Some parts were good, but there is room for improvement.",2024-03-23,false,,2922
1686,2,Worth it,Everything was well organized and enjoyable.,2025-02-28,true,2025-03-07,10912
1687,2,Not bad,The visit was fun and memorable.,2024-09-21,true,2025-03-26,557
1688,3,Worth it,The visit was fun and memorable.,2024-03-26,false,,6808
1689,2,Highly recommended,The place was clean and the staff were helpful.,2024-09-15,false,,2238
1690,3,Great for families,It was too crowded and not as expected.,2025-01-08,true,2025-03-08,14623
1691,2,Worth it,I expected more from the experience.,2024-07-24,false,,11386
1692,3,Not bad,The place was clean and the staff were helpful.,2024-10-03,false,,19786
1693,3,Disappointing,A nice attraction for families and children.,2025-02-16,true,2025-03-13,5549
1694,4,Worth it,I had a good experience overall.,2024-08-30,true,2025-03-27,6505
1695,1,Not bad,The place was clean and the staff were helpful.,2024-10-10,false,,8897
1696,1,Could be better,I had a good experience overall.,2024-06-08,true,2025-03-06,10214
1697,4,Disappointing,I expected more from the experience.,2025-01-09,true,2025-03-21,8537
1698,1,Amazing,Everything was well organized and enjoyable.,2024-11-08,false,,12315
1699,2,Nice place,I had a good experience overall.,2024-11-19,true,2025-03-29,19971
1700,5,Great for families,It was too crowded and not as expected.,2024-10-24,false,,3762
1701,4,Disappointing,I had a good experience overall.,2024-06-14,false,,10549
1702,3,Very good,"Some parts were good, but there is room for improvement.",2024-09-28,true,2025-03-07,9920
1703,3,Not bad,Everything was well organized and enjoyable.,2025-01-06,false,,2822
1704,3,Amazing,A nice attraction for families and children.,2024-10-02,true,2025-03-11,14599
1705,3,Very good,The visit was fun and memorable.,2024-12-29,false,,5542
1706,4,Nice place,I expected more from the experience.,2024-07-30,false,,16929
1707,3,Not bad,Everything was well organized and enjoyable.,2024-03-19,false,,5811
1708,2,Worth it,Everything was well organized and enjoyable.,2024-07-27,true,2025-03-17,9972
1709,4,Fun day,I expected more from the experience.,2024-07-29,false,,8059
1710,2,Worth it,A nice attraction for families and children.,2024-02-13,true,2025-03-18,9180
1711,5,Amazing,The place was clean and the staff were helpful.,2024-04-26,true,2025-03-24,1667
1712,5,Amazing,I had a good experience overall.,2024-11-16,true,2025-03-11,5881
1713,5,Amazing,"Some parts were good, but there is room for improvement.",2024-06-19,false,,2205
1714,2,Not bad,The visit was fun and memorable.,2024-03-12,false,,7664
1715,4,Fun day,I would recommend this place to others.,2024-04-24,true,2025-03-09,17947
1716,5,Very good,"Some parts were good, but there is room for improvement.",2024-03-28,true,2025-03-18,13695
1717,5,Very good,The place was clean and the staff were helpful.,2024-03-07,true,2025-03-14,17441
1718,5,Not bad,I had a good experience overall.,2024-11-30,true,2025-03-11,18019
1719,3,Fun day,A nice attraction for families and children.,2024-03-22,true,2025-03-12,9647
1720,4,Great for families,It was too crowded and not as expected.,2024-06-20,false,,12155
1721,1,Amazing,It was too crowded and not as expected.,2024-07-10,true,2025-03-10,5425
1722,5,Worth it,The attraction was interesting and worth the price.,2024-08-24,false,,19652
1723,4,Very good,The place was clean and the staff were helpful.,2024-12-26,false,,7765
1724,3,Could be better,A nice attraction for families and children.,2024-02-20,true,2025-03-27,9481
1725,5,Disappointing,I expected more from the experience.,2024-01-25,true,2025-03-11,674
1726,4,Disappointing,"Some parts were good, but there is room for improvement.",2024-04-23,false,,2280
1727,5,Great for families,Everything was well organized and enjoyable.,2024-05-10,false,,12773
1728,2,Fun day,I would recommend this place to others.,2024-10-24,false,,7406
1729,1,Amazing,The visit was fun and memorable.,2024-02-02,true,2025-03-08,15060
1730,5,Great for families,A nice attraction for families and children.,2024-08-08,true,2025-03-26,7378
1731,3,Disappointing,I expected more from the experience.,2024-12-29,true,2025-03-18,14261
1732,5,Could be better,The attraction was interesting and worth the price.,2024-06-02,false,,10853
1733,2,Very good,I expected more from the experience.,2025-01-09,false,,16103
1734,1,Disappointing,The visit was fun and memorable.,2024-05-25,false,,15910
1735,2,Could be better,The visit was fun and memorable.,2024-12-29,true,2025-03-06,18197
1736,4,Fun day,The place was clean and the staff were helpful.,2024-03-19,false,,7730
1737,5,Fun day,"Some parts were good, but there is room for improvement.",2024-11-28,true,2025-03-13,3567
1738,3,Very good,It was too crowded and not as expected.,2024-02-28,true,2025-03-13,6227
1739,2,Not bad,The place was clean and the staff were helpful.,2024-02-20,false,,11766
1740,2,Not bad,The attraction was interesting and worth the price.,2024-12-12,true,2025-03-28,15901
1741,3,Fun day,A nice attraction for families and children.,2024-12-06,false,,14259
1742,5,Great for families,"Some parts were good, but there is room for improvement.",2024-05-01,false,,676
1743,2,Amazing,"Some parts were good, but there is room for improvement.",2024-01-25,true,2025-03-08,12976
1744,4,Fun day,The place was clean and the staff were helpful.,2024-02-08,true,2025-03-27,4346
1745,1,Could be better,A nice attraction for families and children.,2025-02-04,true,2025-03-19,4121
1746,4,Disappointing,Everything was well organized and enjoyable.,2024-03-01,false,,15964
1747,5,Worth it,I would recommend this place to others.,2024-11-01,true,2025-03-28,11572
1748,3,Highly recommended,The attraction was interesting and worth the price.,2024-04-08,false,,11380
1749,2,Could be better,I expected more from the experience.,2024-09-28,false,,5899
1750,5,Great for families,It was too crowded and not as expected.,2024-08-16,true,2025-03-17,8467
1751,2,Not bad,It was too crowded and not as expected.,2024-11-22,false,,6371
1752,3,Worth it,I would recommend this place to others.,2024-03-15,false,,1673
1753,1,Great for families,Everything was well organized and enjoyable.,2024-01-11,true,2025-03-28,18895
1754,4,Very good,A nice attraction for families and children.,2024-10-12,true,2025-03-17,15221
1755,2,Amazing,"Some parts were good, but there is room for improvement.",2024-04-16,true,2025-03-07,6553
1756,3,Not bad,A nice attraction for families and children.,2024-10-20,true,2025-03-21,3445
1757,3,Highly recommended,The visit was fun and memorable.,2024-04-30,true,2025-03-27,11311
1758,3,Not bad,Everything was well organized and enjoyable.,2024-02-24,true,2025-03-10,15915
1759,1,Nice place,I had a good experience overall.,2025-01-20,true,2025-03-03,19400
1760,4,Fun day,It was too crowded and not as expected.,2024-01-28,true,2025-03-23,15713
1761,3,Highly recommended,Everything was well organized and enjoyable.,2024-06-16,false,,9442
1762,4,Nice place,I had a good experience overall.,2025-01-09,false,,404
